F1	F2	F3	F4	F5	F6	F7	F8	F9	F10	F11	F12	F13	F14	F15	F16	F17	F18	F19	F20	F21	F22	F23	F24	F25	F26	F27	F28	F29	F30	F31	F32	F33	F34	F35	F36	F37	F38	F39	F40	F41	F42	F43	F44	F45	F46	F47	F48	F49	F50	Y
-1.842220975	2.105457666	-3.596902726	3.834999243	-5.191048362	5.322043364	-7.388116408	8.207543735	-7.825548606	6.430001558	-5.90711259	4.719394464	-0.68860014	1.050739119	-4.249956594	4.879345499	-7.097394188	7.322862838	-5.802087174	6.226918914	-7.048434985	6.057010674	-5.256138899	5.393786327	-5.760102601	5.483069047	-5.698213922	5.813074051	-5.78829504	7.471159478	-6.763244744	4.738012884	-3.858370807	5.723180999	-5.463089218	3.265567887	-1.551239882	0.555845432	-0.492280726	1.481786727	-1.94458499	2.889626299	-2.463284831	2.829354281	-1.056721269	2.944613367	-1.347210388	-0.481295111	1.880289524	-1.944894659	-534.1717802
0.706544386	0.202505808	-1.807477558	2.562719708	-1.450065516	-2.429489953	2.662870024	-2.852737484	3.756834201	-5.929341263	6.831658346	-6.2238548	3.720594217	-2.072064931	2.734983857	-2.516198524	0.827454153	-2.416895078	3.295549732	-5.013595752	4.412637238	-5.376913202	8.06230513	-8.408692667	6.896464976	-5.194419687	6.715878333	-6.028970845	6.291554906	-5.987655965	7.010977547	-5.954532957	3.158469935	-2.388957383	2.423837483	-4.296888656	6.973799912	-7.707741445	7.096205971	-7.737182472	6.583818015	-4.909124011	3.788682301	-2.158978418	-1.841076029	1.43966602	-1.677052636	0.736536818	1.67940867	-2.009808492	-3509.496436
-0.483585904	3.78878982	-7.230484318	7.612573782	-7.859913854	7.589955684	-7.730524693	9.048861477	-7.929667551	6.986043294	-7.351541355	8.722198538	-8.923980786	9.233971017	-9.720890438	10.92939848	-8.746356512	7.479002699	-6.400378337	6.45426631	-7.449417492	7.523364757	-6.405736564	4.497805759	-4.14453311	2.611790043	-1.963562487	2.225643647	-4.718734219	3.957195203	-2.471420145	3.432094234	-1.906412122	1.499678346	-0.895646759	3.018829163	-3.742662036	3.506200169	-4.806428712	4.109043977	-3.303704461	5.963012519	-7.620146144	7.622497747	-5.343480981	3.276348551	-3.389908237	2.022212458	-2.004456842	0.414556013	-10394.07974
0.059490563	-2.25529307	2.228000106	-0.971185057	0.205692956	1.418417732	-1.887524313	2.884946123	-3.065734019	3.57540296	-4.729118723	6.326925593	-9.317442537	8.111487471	-10.23537818	9.096389094	-9.034296545	12.42648182	-11.40218882	13.12188134	-14.81030562	14.97993629	-16.82884163	14.96071588	-14.52638512	13.59165021	-14.51279196	13.11324985	-13.1103074	11.17175633	-12.95729554	11.92840598	-12.2638629	12.91052063	-13.41878738	14.73886472	-13.4917415	14.95848149	-13.83734625	13.55672921	-11.89755805	10.74872118	-11.58301713	10.99585684	-11.03632197	11.52233978	-8.004573732	6.879750203	-5.10684691	1.294351416	2871.806201
-1.085390268	1.484551194	-2.916699075	3.039791693	-3.300429485	1.713287404	-0.917921592	-0.685507631	-2.488025414	1.80649473	-4.684728024	4.24160447	-2.435951897	3.973754788	-3.13818489	1.613894172	-2.096390386	0.758553074	0.605150006	0.618297014	-0.605517793	0.205782929	1.698229112	0.051023953	-2.034546228	1.331445855	-1.773191249	2.375585459	-3.1246023	3.960689654	-3.709319035	3.729986513	-3.300912713	3.882599066	-2.430109221	2.617944726	-2.6989367	3.131586254	-5.089880156	4.171988497	-2.133476398	3.732789666	-0.908771931	-0.577809899	1.633385613	-3.172167704	4.075148355	-2.735552783	3.018290777	-1.102743447	-2153.870531
-0.838332222	0.808144928	-2.416448726	3.186422401	-4.319812064	5.900544776	-3.812517017	4.312704885	-5.259055318	3.458254694	-2.254898102	4.414911196	-3.398535291	2.217486332	-0.189444919	2.735112275	-2.043700707	1.687144307	-1.47697297	3.022054165	-4.145568274	2.045668693	0.799916239	-0.400407907	0.30404435	0.458982041	-0.589718383	-0.987338961	1.021349624	-1.253561025	-0.715716475	2.049097572	-1.261954302	0.26733842	-0.424567825	-0.699944448	-0.165409106	-1.313042216	3.855128276	-4.174691245	5.669099161	-6.829357094	6.336341292	-5.173545546	4.88834064	-5.745581122	5.526829147	-4.058868324	2.225259321	-1.250952066	-947.9397589
-1.253341397	2.08889205	-3.549126916	5.126186308	-1.976821092	2.399495817	-2.355231488	3.293051357	-2.633730054	3.629642227	-2.69999455	1.901078409	-2.934148764	3.286037365	-5.49192966	5.146459491	-4.472275309	5.661773505	-7.280012775	7.244444871	-10.01736416	9.03103518	-6.882695095	6.964982617	-6.013560487	6.373437538	-6.690482543	6.670007201	-6.60513982	8.547433032	-6.73479552	7.374801534	-8.216491695	6.876342147	-7.130561862	5.596744496	-4.617313636	3.832348919	-5.948714811	6.132191304	-8.142144401	4.171649718	-4.905824612	5.122088441	-3.815382752	4.04956592	-3.640087629	-0.332785012	-0.32538192	-0.623571033	-1310.997455
-0.583417164	-0.144403345	0.588735847	-0.127009589	-0.047385846	1.466103577	-1.470553156	0.268453125	-0.853909866	0.319703408	0.662192578	-0.439947018	1.649735705	-2.475734737	3.079225873	-3.116790152	1.541603904	-0.153363416	1.956942321	-3.309708619	4.35587001	-1.247863065	0.807273028	-3.245749071	3.331859394	-2.83749746	2.367372616	-3.040923061	3.442599477	-2.296020813	1.713637331	-1.266570472	-0.785799894	0.343797777	0.039267077	-0.068929413	0.466829084	1.908612711	-2.194683639	1.329202555	-2.092745488	1.90673881	-2.061313615	3.2119602	-2.514502227	2.063631387	0.344056953	-1.608474153	1.158118534	0.536352984	-2.609753222
-1.904468307	0.527562101	-0.29794888	0.088911288	-1.27827151	2.181036714	-3.875818121	5.166058713	-4.722744251	3.703175512	-0.964014963	-0.603517265	2.346090665	-2.257686182	2.365671075	-1.905398203	3.111113971	-3.985185936	3.272501827	-1.753575177	-0.731904069	-1.065592061	3.01964758	-2.666931476	3.225747373	-2.376618879	1.338849535	-1.333524017	0.552350172	-0.487324388	-2.858672797	1.479366928	-1.829862249	-0.53152887	0.337890445	-2.424544589	4.802076763	-5.613747633	6.777147358	-7.04412471	4.933123843	-3.718020331	1.855201633	-2.31821364	1.683129706	-2.019321579	0.618065696	0.131670868	0.061995118	0.104655231	68.62287927
0.52701351	-2.662737179	2.986048293	-3.368141834	2.513824277	-3.31641882	4.367175059	-2.683355369	2.478039339	-2.129283743	1.460645537	-2.042867728	1.159626792	-3.719510872	4.194615789	-4.533892565	4.967697854	-4.384922078	4.510060283	-3.920469692	2.918972676	-2.427124922	0.870712131	-0.73188939	0.216448779	-0.368589261	-0.942011201	2.108839326	0.431323913	0.258950722	0.464433682	3.140516272	-3.367387877	1.89384995	-0.977271779	2.38861764	-2.402740007	2.325809489	-2.384343361	1.73549449	0.1840186	-1.909613387	2.33519736	-2.361558894	2.50634829	-2.598500963	1.950517852	-1.860944438	3.109657654	-0.032188975	3257.126988
1.786034292	-0.48794541	1.973751896	0.188473031	-0.074634885	-1.949413423	3.845628501	-1.515249113	1.148561552	1.301778418	-0.881301259	1.670740598	-3.235522665	3.118148294	0.420797481	1.297878201	-2.490273288	1.249318333	-2.127907174	1.69202409	1.880274508	0.151598905	-2.618664318	2.046417493	-2.775394118	3.140226497	-3.376110102	3.502688913	-4.458371059	4.320839076	-4.806871414	6.667751266	-6.807880362	7.717802773	-7.035988157	7.012327179	-4.190784708	5.736987375	-4.460780902	3.539358654	-3.594209923	1.41678835	-0.64078529	0.55022439	-1.168251929	-1.264204013	2.249131764	-3.026967147	1.604653932	-2.168063132	1006.02314
-0.608360973	-0.402069607	1.321054703	-2.069547144	3.097643453	-4.176292972	2.278297491	-3.173263157	5.726093346	-6.106655015	6.085916788	-6.9229442	6.91630013	-5.877835792	3.685554245	-2.531234992	7.117697809	-7.603293993	7.597698813	-7.921861135	9.55390196	-9.014811593	10.47013546	-10.69323374	11.62083031	-12.30620433	13.4693072	-12.6358609	12.48754132	-10.96397818	12.89258329	-13.12058387	12.87687068	-14.96967019	13.86626036	-12.43634979	11.20593753	-9.721960964	7.342790454	-9.544687024	7.892746643	-7.898609654	4.6247951	-4.108095795	5.260334816	-4.691773171	4.666825368	-1.898209533	1.676305595	-0.963927935	-19.0705608
-2.410576786	1.704905545	-0.954255123	0.626838103	-1.377492589	-0.23314329	0.844726583	-1.873579963	0.732804193	-1.122290228	4.402615172	-5.924709576	6.510755331	-7.442758367	7.394498685	-7.42562264	5.270246741	-6.591618691	8.712108334	-6.583650465	6.310183247	-6.533043825	6.643715864	-7.337915745	7.070755591	-7.026657292	6.479843013	-5.55474276	4.388900751	-2.060050842	2.216425664	-1.686868049	1.765839094	-3.045419083	2.955665584	-3.328758403	3.486772074	-1.280080564	0.740430081	-3.491322552	4.649956859	-4.344764646	3.371285838	-1.777975968	0.827071517	1.323347147	-1.587588136	0.680843942	-1.753692114	0.130962011	-1551.932378
0.263708949	2.01277892	-1.042149326	0.845384483	0.271447313	-0.256427575	1.068712461	-1.609453506	3.631592447	-3.376406756	4.052507289	-3.892548767	3.452859986	-4.110930175	5.223295778	-5.914841776	5.480280762	-4.062039365	1.826726858	0.084935799	0.545561853	-1.47783106	0.695772547	-1.638343017	2.574821517	-3.742640936	5.811119529	-5.658919972	3.962462137	-5.32270529	5.297874517	-5.483821826	3.4929097	-2.459788415	0.797520661	-1.58737086	2.295144004	-1.625202321	1.92091566	-1.577246473	4.495340106	-4.155428776	2.726287658	-3.674939318	4.165615863	-0.707061253	0.261360487	-1.216050628	1.698883973	1.072971472	-2042.805808
0.059363964	-0.459575432	1.434346801	-0.347448727	0.68626405	-1.515253927	-1.009717746	-0.024111059	-0.275943659	0.991780856	2.006984625	-3.093562513	2.353685643	-0.92125998	2.914126188	-2.411708489	3.720784717	-3.88554198	2.663867539	-1.354575235	-0.229578121	0.589041072	-1.537446659	1.954251787	-2.471104544	3.246945841	-5.050035234	3.843974707	-5.663292209	5.244380627	-4.58528478	3.340797315	-4.872902432	5.277469123	-4.698494895	3.620205545	-1.70814329	0.897377936	-1.359273299	2.362945202	-3.80766978	2.040583071	-1.364935852	1.771856326	-1.22021827	1.464437042	-1.771457616	-0.044346226	-1.752463754	1.676474624	179.538763
-0.074587487	-2.273021661	3.398000074	-0.948217103	1.064562831	-1.353853117	4.83475804	-2.353454218	1.897768487	-2.022426351	3.976356979	-3.947107672	2.424987715	-3.766707987	2.275328121	-0.132900821	0.751130906	1.41474432	-1.756696783	4.362901692	-2.062106016	2.640459967	-1.319508977	-0.525533471	-0.839256012	0.771745751	-1.098673708	-1.404271656	0.853966194	-1.978450791	1.940131678	-0.795344967	0.360527694	-1.489529088	2.302113663	-1.541020876	1.373467831	-2.764435166	1.979135889	-2.309667783	-1.422436632	1.555934187	-0.913163677	1.129981537	-2.504371265	0.713709401	-1.716073694	0.514623462	-0.403209239	-0.24341222	719.2284303
1.371560367	-2.223869158	2.64788569	-2.304386772	2.077231936	-0.964175002	0.008579008	-1.515319803	0.19285399	0.097960229	-0.886172761	1.323854692	-3.040652755	1.461026933	0.012845605	-1.173870004	1.761120697	-4.895159255	3.666453349	-3.31107248	3.865677466	-1.620789969	0.95896382	-2.974241488	3.691028273	-2.751834687	2.138259674	-1.389754136	2.150006584	-0.630039456	1.97129348	-1.890563602	-0.371264867	-1.055078589	0.413894779	1.195033408	-0.239934438	3.103835177	-3.05200452	-1.004252615	1.902599546	-0.741331403	1.485374408	0.847299364	-2.009346463	3.077352214	-1.667246937	0.571011819	-0.980322085	0.584759175	1680.288153
-0.370809525	-1.373396668	2.508807558	-0.901645484	-1.118587256	0.592453539	1.073270332	-1.350815983	0.568480287	-0.177996711	0.554770932	-0.218931115	-0.238817893	-0.16234412	-0.661039976	2.294448484	-1.692416317	3.026426377	-2.524960814	3.739937746	-1.521950908	0.48352814	-0.91726782	-0.208084079	1.724240544	-1.212210396	2.807459401	-3.925492218	3.204639038	-3.31142517	3.021633268	-4.682807024	8.292892055	-6.767430199	6.067469712	-6.135448434	6.256942075	-7.952829425	6.448994755	-7.008905195	6.848023256	-7.025381911	5.977334707	-5.880422386	4.375963045	-3.451420685	3.103661299	-2.783944304	2.005708026	-1.475847251	7.543954052
2.228699913	-1.39116012	1.063530363	-0.964898	0.5504857	0.735748232	-1.685136864	1.804761928	0.269420967	-1.332084846	1.394276794	-0.297408268	-0.557265369	0.328345998	-0.755308743	-1.356801686	1.4829912	-2.361020614	2.741056321	-2.663775505	4.758438218	-4.99684881	5.806924774	-4.13764609	1.770989646	-2.561240086	4.62474795	-5.006131543	3.562684858	-3.816716332	3.50445321	-2.366584216	3.082701072	-1.207186973	0.94739489	-1.626235659	2.736379889	-2.12622571	0.773438932	-1.686277137	2.819382927	-0.148747141	0.705067542	-2.128701375	2.11793128	-3.136123055	2.892199338	-2.996333961	0.695602643	-0.120376485	106.4837421
-2.686584851	3.148871355	-4.465060885	4.18286168	-3.061809658	0.302548142	0.086788266	-0.686652192	-2.318395199	1.251114119	-0.973462514	0.811320969	-0.036325754	0.118592138	0.03301488	2.410790279	0.518663373	1.57614356	-0.9742731	0.400923905	-0.236863387	-0.068125265	-0.733684009	2.479961106	-3.380892876	4.771532551	-2.56380494	0.380461437	-1.548729736	1.649256754	-3.387772891	1.983548815	-1.452629834	0.129913836	-0.129827442	1.5086985	-0.57607184	-3.200358454	6.038959163	-5.884267266	7.213735994	-7.876632909	6.455604479	-6.690899033	7.499945177	-6.949122259	5.526762096	-6.281989069	4.589623237	-3.117501417	-5558.606993
-0.379994589	2.350734048	-1.401093147	0.889995262	-0.01768837	-3.177284491	5.452826263	-3.082374775	0.938082391	-0.333775254	-0.250708036	1.906440917	-3.095840388	4.929383963	-6.032307282	4.365633594	-4.384716931	5.345388041	-4.039637263	3.965130397	-4.082249829	4.237883878	-3.877768527	3.501158286	-3.701710739	2.050226535	-2.236434827	2.396210093	-2.332675339	3.037367557	-3.352531533	6.175368311	-4.152918473	3.771997644	-1.983038757	2.798032044	-1.873171465	0.659084981	1.788388992	-0.289457132	-0.458553488	0.903477394	0.656781864	-1.007785789	0.702629917	-3.992750543	4.097794749	-1.499498933	2.382435267	-0.970363449	-0.566723726
-2.352884579	1.241200936	-0.795041031	-0.047653771	0.639791553	-2.710731132	2.336979332	-3.913710291	4.460668661	-5.218943888	6.990945962	-7.75819654	7.053434546	-5.88896342	6.253195302	-5.532905175	6.520010765	-9.2222544	8.469169386	-6.942405833	5.102825873	-7.904247845	9.335540776	-8.328768185	8.868696431	-9.26115258	8.756633851	-7.056654862	3.961068818	-3.735735292	2.690014299	-4.355805235	3.315148013	-1.259701954	3.382592966	-3.822694098	2.724640564	-0.286899019	1.097690129	-4.682507734	4.414576676	-4.227369962	5.611878936	-4.422744298	3.661213141	-4.903189334	1.986190693	-2.513793835	-0.69278361	0.014760894	-3099.814171
0.697972238	-2.17117502	2.268132516	-0.658959637	0.019627223	-0.374860063	-1.293810241	0.511915528	-1.328142818	1.079940771	-2.623736509	1.493963543	-4.726289242	4.909470271	-7.711539756	9.419080916	-8.589066492	9.558650364	-9.42384319	6.959258567	-7.123829836	7.275127692	-9.643184662	9.082590464	-8.992450151	10.37239735	-10.38789526	9.258203817	-7.045789783	6.946695708	-7.506653222	7.668065649	-8.25559708	8.470555553	-5.930310561	7.321487913	-5.738958698	3.278714375	-2.932816243	3.822265211	-2.144230437	1.090253855	-0.482450645	0.598838509	-0.358606487	-0.911579141	-1.233264132	-0.738083036	0.666010953	-0.783941849	806.0154869
-1.148687508	2.639300175	-4.092210584	6.831487596	-6.066348775	7.168360903	-7.619022506	9.026234732	-8.763000546	9.369411008	-10.13965163	12.08061742	-11.24489129	11.79768828	-13.59930307	14.7336373	-12.78887098	12.75329587	-12.299424	12.15430359	-9.332535122	9.010977363	-6.656249336	4.332017042	-6.726056349	5.683387888	-5.343160234	5.913356664	-4.979091803	6.242824218	-6.614576662	3.707886873	-6.664695272	5.288707098	-4.61749812	2.4179268	-3.79960513	2.764819627	-0.840103027	0.624496463	-1.727548483	0.259171837	-0.593911236	1.687124624	-4.774550988	3.325237377	-1.805406269	3.207168552	-0.796914513	0.375111366	-1002.814341
2.054366645	-0.619887599	0.498003308	-0.224153403	-0.124920013	1.133204014	0.374592862	0.568696659	-0.590986772	2.207306801	-2.303855341	3.037463172	-4.491450684	4.178796229	-2.699692292	3.402879912	-4.768171274	3.863424852	-4.104648312	3.663100139	-4.344419667	1.761365412	0.218256193	-0.798092671	1.469867176	-1.124281197	0.078750699	0.682920353	0.618430438	0.610859757	0.783557706	-0.434140534	-0.381277555	2.770961445	-3.154392243	2.449447023	-3.380342764	2.468448958	-1.474557517	1.425341555	-0.259073702	0.712314431	0.460528566	-0.756630589	0.064429017	-0.310015912	0.406650634	0.391869992	0.480988496	0.719296146	343.4525049
1.742025771	-2.80876441	4.089371947	-3.794213742	5.470715484	-6.366500482	6.772257903	-9.598310021	9.317078157	-8.903088119	8.779856163	-10.06156412	10.06115855	-8.319503426	8.849764941	-10.24372333	10.24418654	-8.705210928	9.742734642	-10.28413539	7.334806813	-6.977597724	6.592240343	-4.893382801	4.229117398	-5.347616552	4.20523728	-6.70394347	6.592003756	-6.211084119	6.129387129	-6.588436049	4.515984657	-3.718742029	4.031982649	-3.295845123	2.864724318	-3.309797478	2.762463316	-3.589681131	2.732960133	-2.164728711	3.226794248	-5.198160183	6.262050976	-7.906109537	7.236243938	-6.457160804	6.155860611	-3.348496045	55.69404278
1.214724572	-2.545442132	2.251559724	-1.698819971	0.691330936	-1.075764529	-0.034870806	-0.534028487	0.806827132	1.138558911	-3.116584774	1.73185395	-2.674686064	2.45291712	-2.854229006	2.386267559	-5.207718537	3.193112451	-3.911499172	5.359895906	-5.162783996	5.122048387	-6.836841663	5.575379399	-4.932075671	4.012040522	-4.767086364	6.406772756	-6.110804136	7.076474616	-5.147000939	4.473942231	-5.036857209	5.605093475	-4.762553827	6.214045184	-5.066120345	4.967924491	-4.881514902	2.98372088	-3.667493425	1.399667587	-1.817059543	1.426766271	-0.72727671	0.236500947	2.190543859	-3.848530279	2.95352565	-1.718135931	1331.90086
1.624028696	-2.556767078	2.78198933	-4.215486252	4.274158037	-5.222490104	7.809362356	-5.30469755	4.209538341	-2.054505658	1.785860182	-1.85096825	3.419829853	-0.813382627	0.111783457	-2.092204163	-0.2530376	-0.310925644	-0.045354043	-1.609487306	0.826692262	-0.332587725	0.43540611	-4.674508443	2.950418357	-2.219857482	1.298881646	-5.412409432	3.576676173	-1.388481211	1.920329488	-2.125930019	-0.269965081	-0.429812703	3.094456691	-3.862155118	4.865798405	-4.984098019	3.748690377	-5.7499246	2.457366663	-3.427880295	4.113753387	-4.005990539	1.733769182	-2.797223743	-0.055597332	0.712680038	-0.365595162	-1.838907595	8168.226833
-2.863484641	4.666065858	-3.642737557	2.397183853	-0.560144739	0.410209027	-2.600894862	2.363590633	-2.249718655	4.55857512	-2.975762487	2.736103179	-4.580807018	5.27958924	-3.674338412	3.117210554	-3.337115001	2.989260134	-2.847633337	4.546972787	-4.067395922	6.083136594	-8.02140543	7.403796333	-6.619841907	5.619063062	-6.882742426	6.719870528	-5.482849104	6.946510963	-7.048693808	5.15558251	-4.297346463	1.846570428	-4.140158003	5.976569347	-7.788321885	6.392664803	-5.66935824	4.998700043	-6.145212243	1.468029736	-0.089399043	-0.260697471	-1.829981169	0.41741901	-0.827252043	1.543993097	-3.210114959	1.822215526	-854.3558197
0.034763697	-0.711162393	0.563213466	-3.227237911	2.814697534	-2.420793498	4.035251594	-6.18663667	8.248123283	-7.577029181	7.281086356	-6.363288756	6.517247526	-5.857280716	7.271130925	-9.097947453	12.5395866	-12.62469544	12.25950123	-13.23842163	15.12291572	-13.04373302	12.61872633	-11.98371219	11.26754943	-9.457313866	7.578823724	-7.536543	4.632260894	-3.83289867	2.549530708	-3.651806252	4.001917391	-5.815297767	3.834216198	-5.77530325	4.179984361	-3.417616036	2.680954058	-2.987917202	2.022767492	0.972073099	-0.042320226	0.14308132	-1.343940779	2.114022502	-1.761271028	-0.571529645	0.82235464	0.332890621	-932.3366895
-2.166579358	2.58840768	-3.20621732	3.24947257	-0.003497003	0.738620701	-2.132118042	1.662908002	-0.392092103	-1.651616138	1.68025054	1.005122676	-1.48530493	0.996803565	1.518192013	0.786253468	0.546342863	-0.027010187	-0.662727432	-0.593601144	-0.36362076	-1.649471793	3.490392993	-2.023932616	3.616498745	-3.091910127	2.462214267	-3.787992689	5.357803081	-2.01511629	1.924983242	-2.182664436	1.304856508	0.694148454	-4.150663335	5.521369838	-5.6606335	6.328538416	-7.397378197	6.005053331	-6.388561216	6.522562362	-5.288967143	5.375476335	-5.276662057	3.72582329	-4.457374	2.675960577	-1.941895692	2.953783875	-4321.611455
-0.431326878	1.572586353	-1.30700714	1.923268468	-1.740069456	2.493411118	-2.466355816	2.298300302	-3.021418059	2.67347383	-2.810940988	3.469114688	-3.924553042	0.761811395	-1.161291382	-0.421197421	1.306683316	-0.065438542	-2.128823526	2.580807068	-0.835588073	1.573771251	0.008754174	0.373540455	0.80701677	1.279997597	-1.166997918	1.280906762	-0.348215229	-0.097169351	1.814709489	-5.024276884	3.929883349	-5.39365686	3.930843875	-2.927625661	3.555604517	-2.201779623	3.16063236	-4.955619982	0.692438911	-0.934958612	1.830135561	-2.406925672	1.61180047	-3.603409916	1.661035371	-2.464892401	1.10849921	-0.975023001	-102.5672284
-0.305148002	1.433192488	-2.222407132	1.546396956	1.692516759	-1.711919005	-0.043069701	-2.860239173	2.884038962	-1.009188934	-0.082916725	-0.412610266	0.074106398	0.02058732	-1.615012599	2.755216231	-1.822997803	1.28821425	-0.449820342	0.568280678	-2.330815003	1.796167344	-0.344127691	0.205289682	-0.055446375	0.937007364	-0.19356315	0.523030209	-3.143148512	2.727088043	-3.042120655	2.806047423	-1.770433506	4.237344845	-1.430069754	1.723913721	-3.263672481	3.827523336	-4.056626701	2.109525916	-0.218530756	1.322522584	-0.163239611	-0.031993958	1.257219763	-0.559854871	1.788105679	-2.939672908	0.09839417	0.648703199	-1190.029033
-1.045824581	0.155024045	-2.142337983	2.798856661	-2.511046999	2.532131907	-1.197116595	0.63837035	-0.28372249	1.11801456	-4.548471784	4.770664715	-6.130757261	3.791043888	-5.52661152	6.161936941	-4.632051422	4.218179527	-2.520705653	0.644510098	-0.093249085	-0.056630111	1.266699116	1.134986762	2.596640809	-2.823911449	1.758002797	-2.779229556	2.461754149	-1.445996897	-1.382000105	3.099294915	-1.562282136	2.801474516	-5.841892816	4.527450922	-4.578629789	5.046843076	-3.60313699	2.56472541	-0.698429153	2.40962388	-0.109642439	0.407844627	-2.665261182	4.028536081	-4.112395697	5.754194436	-4.0194087	2.56447441	-1866.451781
-0.791232183	2.103561326	-2.872479137	5.077294019	-2.335046458	2.667492143	-2.379062004	0.294903922	0.184925216	0.890734956	-0.882442992	0.658012616	1.298378043	0.936481175	0.076973056	-1.884630302	1.338681405	0.297767753	-0.306662939	-0.837236471	2.754084995	-3.365902306	2.450333765	-2.667576256	1.359297364	-2.515913087	3.617721373	-5.937628816	6.973166494	-7.704840756	7.921683453	-9.712978027	10.33055039	-10.65427657	11.20380525	-11.12259027	9.676864373	-9.251673444	6.171854994	-3.58270822	2.608738336	-3.381584286	4.45118296	-3.887135208	2.792053422	-0.013131677	0.018283427	-1.509182682	1.973532818	-1.549609415	-8624.325457
-0.752913811	0.866976883	-0.96026584	0.230642405	0.692288438	-1.370710986	-0.259170948	0.650099623	-1.816300939	1.026472082	-0.853194942	0.131129678	1.294869565	-0.658639303	-1.29267984	2.358342081	-4.538704053	5.959903536	-5.367224417	4.341435321	-3.140211266	2.879243613	-3.271812109	3.496292343	-2.402483414	2.022539853	-1.078502951	-0.546150332	1.628012944	-1.971237305	0.066389906	0.073835071	1.264784629	0.218840782	-1.784149664	0.302032452	0.489929993	-0.806609867	2.723341414	-0.729211614	-0.86635339	-0.152317829	3.154515133	-1.508767445	1.465604701	-2.057862342	1.493724205	-0.312521474	2.19748056	-1.225986129	26.63942121
2.21249544	-0.929008763	1.993858455	-0.522897493	0.37843481	-0.129020459	-0.878194069	1.474122799	0.850882883	-2.65123198	3.874089962	-3.845467026	3.42701855	-3.080208809	4.039704082	-2.381685202	3.364283677	-5.750965365	5.596051413	-8.694377286	6.262929371	-4.508524499	3.526531484	-4.335903071	4.272908687	-3.070674504	4.234021302	-4.210870119	6.155390655	-5.662663401	6.470031743	-4.402925236	3.382188157	-3.757838259	3.60600568	-3.56368966	2.580846182	-1.182383123	-2.066424712	3.533031893	-3.825168135	3.224340486	-2.050604044	1.721261588	-0.420961015	0.247183372	-0.750713262	1.770089682	-2.815420794	1.062112705	58.71485312
0.807643143	-1.565268319	1.091235497	-0.130640775	-1.275722345	3.908404187	-4.07329144	2.698571886	-0.662013248	0.86788918	-2.042028172	1.660212124	-0.726047363	1.538785663	-1.843704565	0.273009279	1.110133925	-2.922852933	2.514137303	-6.965420299	9.761568122	-5.104919735	3.887841482	-3.292305344	4.73390281	-5.811984027	7.053802809	-7.296616763	6.869826454	-8.440785816	8.9009159	-7.217363562	8.31223433	-7.785135398	6.309073679	-9.129169409	9.447417351	-9.595746735	9.113997517	-11.5765374	10.43323562	-10.4037044	9.933838094	-9.763816188	6.179415391	-5.516032314	4.399276375	-2.418456855	2.298355049	-1.175944923	-4.60783853
0.274461086	-2.264837136	1.350131817	-2.748823927	2.65378168	-3.746588267	3.313066862	-2.643122008	2.715638852	0.267517173	-1.764940114	1.597912882	-4.222503584	4.7453351	-2.827368689	1.489342727	-0.759397768	2.252774573	-2.698996734	1.224556897	0.83030497	-0.743763897	0.079754664	0.039966436	-0.390716397	-1.004333869	3.526633861	-2.574549466	4.872661448	-4.250994812	0.710249872	-0.522735725	0.1699611	-0.263095587	-0.900119013	-0.959630772	1.436168965	-2.5255334	2.611088261	-2.917958418	2.467086186	0.870395212	-0.711730571	-0.007604291	-1.879995449	2.235062871	-3.137401223	3.25690523	-1.965055345	-0.351398565	2409.566052
0.749987516	0.91010494	-1.545821628	1.02611806	-1.364551105	0.393333442	-0.156275465	0.801819346	0.186078466	0.31174283	-0.226215877	0.243097927	0.852969633	0.038707402	-2.495536704	3.928439469	-3.740370585	3.342281802	-4.139910097	5.640602499	-8.456388877	7.855631663	-8.009957176	9.333413338	-10.01589971	10.23592172	-9.703911355	8.933943274	-6.486213768	2.947576716	-1.939208375	0.892136678	-4.143432574	4.336229159	-2.896820952	3.077495239	-3.434397663	3.858835795	-2.555086629	0.785873557	-3.446163325	3.978409201	-2.19937413	4.850139114	-5.613997014	6.476948573	-4.001012353	2.077813634	-3.772462754	2.764507356	-87.44006387
0.016994319	-1.113734849	-0.196550266	-0.671984015	1.725450378	-1.095493896	1.682646781	-2.622807942	3.56305057	-2.172038905	0.674567197	0.85554399	0.791486569	-1.634560779	1.37704441	-3.086027379	2.765960985	-3.146740517	5.770277889	-4.90743103	4.535736478	-2.753802856	0.93687605	-3.818217166	3.651866	-1.24173875	0.158458824	-0.210968096	2.061058526	-4.620562031	3.770413627	-4.721069558	3.889822921	-4.592824982	2.492383078	-0.917335597	-1.404607506	2.125121687	-0.889207921	0.777765825	0.784833828	-0.418988302	-2.101841943	3.536007125	-5.245309783	5.599558988	-3.479778039	3.219471762	-2.013172281	1.582072529	-18.64081363
